structure, size, time(ns)
splay, 2^8, 12680
splay, 2^9, 12320
veb, 2^6, 1661477
veb, 2^7, 1656998
veb, 2^8, 1103337
veb, 2^9, 1103279
bst, 2^6, 25421
bst, 2^7, 25312
bst, 2^8, 30297
bst, 2^9, 37265
avl, 2^6, 26737
avl, 2^7, 30099
avl, 2^8, 37687
avl, 2^9, 37951
splay, 2^6, 21237
splay, 2^7, 20695
splay, 2^8, 12547
splay, 2^9, 12415
veb, 2^6, 1662882
veb, 2^7, 1653176
veb, 2^8, 1104565
veb, 2^9, 1110523
bst, 2^6, 25484
bst, 2^7, 25583
bst, 2^8, 30667
bst, 2^9, 31462
avl, 2^6, 27770
avl, 2^7, 30121
avl, 2^8, 38859
avl, 2^9, 36667
splay, 2^6, 21351
splay, 2^7, 20789
splay, 2^8, 12920
splay, 2^9, 12352
veb, 2^6, 1661561
veb, 2^7, 1653191
veb, 2^8, 1103382
veb, 2^9, 1107340
bst, 2^6, 25393
bst, 2^7, 25175
bst, 2^8, 30828
bst, 2^9, 30623
avl, 2^6, 25221
avl, 2^7, 32421
avl, 2^8, 37622
avl, 2^9, 36639
splay, 2^6, 21411
splay, 2^7, 20887
splay, 2^8, 12655
splay, 2^9, 12389
veb, 2^6, 1664286
veb, 2^7, 1653727
veb, 2^8, 1107322
veb, 2^9, 1017281
bst, 2^6, 21467
bst, 2^7, 21427
bst, 2^8, 25915
bst, 2^9, 30693
avl, 2^6, 25229
avl, 2^7, 29582
avl, 2^8, 37606
avl, 2^9, 36704
splay, 2^6, 21336
splay, 2^7, 20800
splay, 2^8, 12682
splay, 2^9, 12352
veb, 2^6, 1561988
veb, 2^7, 1487905
veb, 2^8, 945146
veb, 2^9, 1020524
bst, 2^6, 25373
bst, 2^7, 25265
bst, 2^8, 30752
bst, 2^9, 30159
avl, 2^6, 25289
avl, 2^7, 31238
avl, 2^8, 31516
avl, 2^9, 36806
splay, 2^6, 21461
splay, 2^7, 20713
splay, 2^8, 13504
splay, 2^9, 12340
veb, 2^6, 1475926
veb, 2^7, 1426930
veb, 2^8, 1075325
veb, 2^9, 930881
bst, 2^6, 22541
bst, 2^7, 33710
bst, 2^8, 32943
bst, 2^9, 32879
avl, 2^6, 25426
avl, 2^7, 30008
avl, 2^8, 31776
avl, 2^9, 30951
splay, 2^6, 18298
splay, 2^7, 18147
splay, 2^8, 10486
splay, 2^9, 12411
veb, 2^6, 1506020
veb, 2^7, 1466264
veb, 2^8, 930935
veb, 2^9, 930864
bst, 2^6, 21122
bst, 2^7, 21069
bst, 2^8, 25898
bst, 2^9, 26748
avl, 2^6, 21462
avl, 2^7, 35008
avl, 2^8, 37665
avl, 2^9, 37127
splay, 2^6, 21138
splay, 2^7, 20970
splay, 2^8, 12730
splay, 2^9, 12650
veb, 2^6, 1474113
veb, 2^7, 1559435
veb, 2^8, 1030143
veb, 2^9, 1103240
bst, 2^6, 24739
bst, 2^7, 24686
bst, 2^8, 31397
bst, 2^9, 30890
avl, 2^6, 25224
avl, 2^7, 36836
avl, 2^8, 42605
avl, 2^9, 46188
splay, 2^6, 21322
splay, 2^7, 21603
splay, 2^8, 13291
splay, 2^9, 12648
veb, 2^6, 1653268
veb, 2^7, 1671837
veb, 2^8, 1030687
veb, 2^9, 1022045
bst, 2^6, 21024
bst, 2^7, 21044
bst, 2^8, 26331
bst, 2^9, 26302
avl, 2^6, 24729
avl, 2^7, 25321
avl, 2^8, 34833
avl, 2^9, 31078
splay, 2^6, 17995
splay, 2^7, 17620
splay, 2^8, 10725
splay, 2^9, 10617
veb, 2^6, 1564709
veb, 2^7, 1444269
veb, 2^8, 955137
veb, 2^9, 933606
bst, 2^6, 21828
bst, 2^7, 21641
bst, 2^8, 25934
bst, 2^9, 26754
avl, 2^6, 21271
avl, 2^7, 25265
avl, 2^8, 37620
avl, 2^9, 30914
splay, 2^6, 18093
splay, 2^7, 17764
splay, 2^8, 10700
splay, 2^9, 10652
veb, 2^6, 1394904
veb, 2^7, 1542458
veb, 2^8, 1102221
veb, 2^9, 1009065
bst, 2^6, 24835
bst, 2^7, 26031
bst, 2^8, 30724
bst, 2^9, 30650
avl, 2^6, 29217
avl, 2^7, 31529
avl, 2^8, 38163
avl, 2^9, 30616
splay, 2^6, 17905
splay, 2^7, 17660
splay, 2^8, 10771
splay, 2^9, 10614
veb, 2^6, 1436390
veb, 2^7, 1596191
veb, 2^8, 934860
veb, 2^9, 1030267
bst, 2^6, 21781
bst, 2^7, 22525
bst, 2^8, 25897
bst, 2^9, 25810
avl, 2^6, 24070
avl, 2^7, 25615
avl, 2^8, 32143
avl, 2^9, 30637
splay, 2^6, 17951
splay, 2^7, 18238
splay, 2^8, 10854
splay, 2^9, 10897
veb, 2^6, 1561112
veb, 2^7, 1650292
veb, 2^8, 1003392
veb, 2^9, 1009681
bst, 2^6, 20974
bst, 2^7, 20819
bst, 2^8, 26775
bst, 2^9, 37840
avl, 2^6, 27072
avl, 2^7, 29643
avl, 2^8, 54792
avl, 2^9, 36090
splay, 2^6, 21905
splay, 2^7, 21598
splay, 2^8, 13162
splay, 2^9, 13029
veb, 2^6, 1544075
veb, 2^7, 1468537
veb, 2^8, 1064336
veb, 2^9, 1007112
bst, 2^6, 25790
bst, 2^7, 25661
bst, 2^8, 31698
bst, 2^9, 31741
avl, 2^6, 25576
avl, 2^7, 29642
avl, 2^8, 32256
avl, 2^9, 30630
splay, 2^6, 18511
splay, 2^7, 18188
splay, 2^8, 11053
splay, 2^9, 11021
veb, 2^6, 1547651
veb, 2^7, 1483999
veb, 2^8, 930933
veb, 2^9, 930887
bst, 2^6, 20930
bst, 2^7, 20826
bst, 2^8, 26810
bst, 2^9, 26843
avl, 2^6, 21595
avl, 2^7, 25896
avl, 2^8, 38080
avl, 2^9, 31569
splay, 2^6, 18714
splay, 2^7, 18410
splay, 2^8, 11126
splay, 2^9, 10958
veb, 2^6, 1394904
veb, 2^7, 1578521
veb, 2^8, 930950
veb, 2^9, 1061472
bst, 2^6, 24827
bst, 2^7, 25791
bst, 2^8, 31766
bst, 2^9, 31887
avl, 2^6, 25605
avl, 2^7, 26197
avl, 2^8, 31884
avl, 2^9, 29860
splay, 2^6, 18418
splay, 2^7, 18139
splay, 2^8, 11134
splay, 2^9, 10966
veb, 2^6, 1438883
veb, 2^7, 1479304
veb, 2^8, 1017794
veb, 2^9, 933626
bst, 2^6, 21534
bst, 2^7, 23716
bst, 2^8, 26604
bst, 2^9, 26467
avl, 2^6, 21349
avl, 2^7, 25064
avl, 2^8, 31549
avl, 2^9, 30906
splay, 2^6, 18661
splay, 2^7, 18433
splay, 2^8, 20407
splay, 2^9, 13968
veb, 2^6, 1489783
veb, 2^7, 1397953
veb, 2^8, 930903
veb, 2^9, 930893
bst, 2^6, 21535
bst, 2^7, 21274
bst, 2^8, 27780
bst, 2^9, 25877
avl, 2^6, 21887
avl, 2^7, 24429
avl, 2^8, 37460
avl, 2^9, 37406
splay, 2^6, 24164
splay, 2^7, 21284
splay, 2^8, 12666
splay, 2^9, 12829
veb, 2^6, 1431197
veb, 2^7, 1505051
veb, 2^8, 1055213
veb, 2^9, 930900
bst, 2^6, 21507
bst, 2^7, 21361
bst, 2^8, 27803
bst, 2^9, 25843
avl, 2^6, 21920
avl, 2^7, 25637
avl, 2^8, 32039
avl, 2^9, 30787
splay, 2^6, 18136
splay, 2^7, 17665
splay, 2^8, 10758
splay, 2^9, 13574
veb, 2^6, 1397893
veb, 2^7, 1585091
veb, 2^8, 950502
veb, 2^9, 936699
bst, 2^6, 21576
bst, 2^7, 21418
bst, 2^8, 25913
bst, 2^9, 25836
avl, 2^6, 21600
avl, 2^7, 24853
avl, 2^8, 43621
avl, 2^9, 32311
splay, 2^6, 18001
splay, 2^7, 17485
splay, 2^8, 10764
splay, 2^9, 10407
veb, 2^6, 1394979
veb, 2^7, 1579437
veb, 2^8, 930966
veb, 2^9, 930889
bst, 2^6, 22548
bst, 2^7, 22694
bst, 2^8, 27507
bst, 2^9, 38122
avl, 2^6, 28545
avl, 2^7, 30304
avl, 2^8, 38237
avl, 2^9, 30335
splay, 2^6, 17888
splay, 2^7, 17756
splay, 2^8, 10785
splay, 2^9, 10703
veb, 2^6, 1653884
veb, 2^7, 1430954
veb, 2^8, 995842
veb, 2^9, 1071834
bst, 2^6, 21534
bst, 2^7, 21552
bst, 2^8, 27751
bst, 2^9, 25873
avl, 2^6, 21598
avl, 2^7, 25343
avl, 2^8, 33486
avl, 2^9, 31882
splay, 2^6, 18571
splay, 2^7, 18751
splay, 2^8, 11073
splay, 2^9, 13024
veb, 2^6, 1655754
veb, 2^7, 1489761
veb, 2^8, 930933
veb, 2^9, 930893
bst, 2^6, 21500
bst, 2^7, 21332
bst, 2^8, 25994
bst, 2^9, 25817
avl, 2^6, 21822
avl, 2^7, 24962
avl, 2^8, 31850
avl, 2^9, 37792
splay, 2^6, 21932
splay, 2^7, 21582
splay, 2^8, 13252
splay, 2^9, 12984
veb, 2^6, 1455542
veb, 2^7, 1490977
veb, 2^8, 1046445
veb, 2^9, 1059051
bst, 2^6, 21380
bst, 2^7, 21385
bst, 2^8, 25887
bst, 2^9, 25901
avl, 2^6, 21477
avl, 2^7, 26976
avl, 2^8, 37839
avl, 2^9, 32880
splay, 2^6, 18470
splay, 2^7, 18390
splay, 2^8, 13747
splay, 2^9, 12614
veb, 2^6, 1412690
veb, 2^7, 1483635
veb, 2^8, 1103296
veb, 2^9, 1124029
bst, 2^6, 25742
bst, 2^7, 25446
bst, 2^8, 31498
bst, 2^9, 30651
avl, 2^6, 25600
avl, 2^7, 35050
avl, 2^8, 71766
avl, 2^9, 36473
splay, 2^6, 22440
splay, 2^7, 21058
splay, 2^8, 12721
splay, 2^9, 12672
veb, 2^6, 1682902
veb, 2^7, 1788562
veb, 2^8, 1149530
veb, 2^9, 1128311
bst, 2^6, 25577
bst, 2^7, 24670
bst, 2^8, 30042
bst, 2^9, 29907
avl, 2^6, 28004
avl, 2^7, 32422
avl, 2^8, 38302
avl, 2^9, 30767
splay, 2^6, 19781
splay, 2^7, 17945
splay, 2^8, 10788
splay, 2^9, 10729
veb, 2^6, 1514235
veb, 2^7, 1496245
veb, 2^8, 1103409
veb, 2^9, 930892
bst, 2^6, 21853
bst, 2^7, 21679
bst, 2^8, 25945
bst, 2^9, 25850
avl, 2^6, 21347
avl, 2^7, 24986
avl, 2^8, 31581
avl, 2^9, 30445
splay, 2^6, 18165
splay, 2^7, 19925
splay, 2^8, 10701
splay, 2^9, 12611
veb, 2^6, 1493631
veb, 2^7, 1401607
veb, 2^8, 973644
veb, 2^9, 930893
bst, 2^6, 21332
bst, 2^7, 21201
bst, 2^8, 25879
bst, 2^9, 25857
avl, 2^6, 21860
avl, 2^7, 25263
avl, 2^8, 31512
avl, 2^9, 39363
splay, 2^6, 21597
splay, 2^7, 23686
splay, 2^8, 10658
splay, 2^9, 10669
veb, 2^6, 1568896
veb, 2^7, 1492906
veb, 2^8, 1036938
veb, 2^9, 930882
bst, 2^6, 21511
bst, 2^7, 23991
bst, 2^8, 25874
bst, 2^9, 25791
avl, 2^6, 24075
avl, 2^7, 25923
avl, 2^8, 32167
avl, 2^9, 36015
splay, 2^6, 21428
splay, 2^7, 21056
splay, 2^8, 10739
splay, 2^9, 10796
veb, 2^6, 1394949
veb, 2^7, 1637097
veb, 2^8, 1118774
veb, 2^9, 1105470
bst, 2^6, 24702
bst, 2^7, 25089
bst, 2^8, 30824
bst, 2^9, 30616
avl, 2^6, 26161
avl, 2^7, 29567
avl, 2^8, 39644
avl, 2^9, 38529
splay, 2^6, 21906
splay, 2^7, 21037
splay, 2^8, 12813
splay, 2^9, 12737
veb, 2^6, 1561336
veb, 2^7, 1394907
veb, 2^8, 933524
veb, 2^9, 937452
bst, 2^6, 21254
bst, 2^7, 20847
bst, 2^8, 26856
bst, 2^9, 26749
avl, 2^6, 21635
avl, 2^7, 25030
avl, 2^8, 32216
avl, 2^9, 36798
splay, 2^6, 25062
splay, 2^7, 21202
splay, 2^8, 13154
splay, 2^9, 12974
veb, 2^6, 1422963
veb, 2^7, 1485555
veb, 2^8, 1105239
veb, 2^9, 930893
bst, 2^6, 21776
bst, 2^7, 21640
bst, 2^8, 26572
bst, 2^9, 26740
avl, 2^6, 21313
avl, 2^7, 24728
avl, 2^8, 32838
avl, 2^9, 39646
splay, 2^6, 21535
splay, 2^7, 21629
splay, 2^8, 13100
splay, 2^9, 10957
veb, 2^6, 1394898
veb, 2^7, 1410748
veb, 2^8, 954546
veb, 2^9, 930870
bst, 2^6, 21795
bst, 2^7, 21640
bst, 2^8, 26816
bst, 2^9, 26746
avl, 2^6, 22197
avl, 2^7, 24661
avl, 2^8, 32848
avl, 2^9, 31292
splay, 2^6, 18519
splay, 2^7, 17802
splay, 2^8, 10704
splay, 2^9, 12280
veb, 2^6, 1398073
veb, 2^7, 1568592
veb, 2^8, 939407
veb, 2^9, 933527
bst, 2^6, 21518
bst, 2^7, 21424
bst, 2^8, 25873
bst, 2^9, 25834
avl, 2^6, 21259
avl, 2^7, 27075
avl, 2^8, 37658
avl, 2^9, 30421
splay, 2^6, 20499
splay, 2^7, 17808
splay, 2^8, 18945
splay, 2^9, 13016
veb, 2^6, 1579155
veb, 2^7, 1618228
veb, 2^8, 930969
veb, 2^9, 1060525
bst, 2^6, 26006
bst, 2^7, 25234
bst, 2^8, 30750
bst, 2^9, 25854
avl, 2^6, 23182
avl, 2^7, 24650
avl, 2^8, 35320
avl, 2^9, 31700
splay, 2^6, 18321
splay, 2^7, 20231
splay, 2^8, 13066
splay, 2^9, 14858
veb, 2^6, 1446629
veb, 2^7, 1416590
veb, 2^8, 1099723
veb, 2^9, 930866
bst, 2^6, 19397
bst, 2^7, 22454
bst, 2^8, 35362
bst, 2^9, 31392
avl, 2^6, 30724
avl, 2^7, 30335
avl, 2^8, 43892
avl, 2^9, 32308
splay, 2^6, 19251
splay, 2^7, 17949
splay, 2^8, 11082
splay, 2^9, 10983
veb, 2^6, 1398298
veb, 2^7, 1438580
veb, 2^8, 934126
veb, 2^9, 1083424
bst, 2^6, 21062
bst, 2^7, 20935
bst, 2^8, 26844
bst, 2^9, 26774
avl, 2^6, 21321
avl, 2^7, 25300
avl, 2^8, 38249
avl, 2^9, 32451
splay, 2^6, 18239
splay, 2^7, 17872
splay, 2^8, 11045
splay, 2^9, 11061
veb, 2^6, 1399615
veb, 2^7, 1565617
veb, 2^8, 930968
veb, 2^9, 1017524
bst, 2^6, 24866
bst, 2^7, 24671
bst, 2^8, 31779
bst, 2^9, 31678
avl, 2^6, 25242
avl, 2^7, 39359
avl, 2^8, 32231
avl, 2^9, 30623
splay, 2^6, 18158
splay, 2^7, 17798
splay, 2^8, 11080
splay, 2^9, 11456
veb, 2^6, 1432734
veb, 2^7, 1470228
veb, 2^8, 1104785
veb, 2^9, 960276
bst, 2^6, 21464
bst, 2^7, 21425
bst, 2^8, 25931
bst, 2^9, 25883
avl, 2^6, 22865
avl, 2^7, 25032
avl, 2^8, 31910
avl, 2^9, 29803
splay, 2^6, 18111
splay, 2^7, 18270
splay, 2^8, 11008
splay, 2^9, 10761
veb, 2^6, 1565399
veb, 2^7, 1420344
veb, 2^8, 934362
veb, 2^9, 934138
bst, 2^6, 21408
bst, 2^7, 21397
bst, 2^8, 25963
bst, 2^9, 25826
avl, 2^6, 21608
avl, 2^7, 25700
avl, 2^8, 31601
avl, 2^9, 35937
splay, 2^6, 21295
splay, 2^7, 21046
splay, 2^8, 12809
splay, 2^9, 10733
veb, 2^6, 1395089
veb, 2^7, 1573153
veb, 2^8, 1049212
veb, 2^9, 930893
bst, 2^6, 22518
bst, 2^7, 22395
bst, 2^8, 25947
bst, 2^9, 26412
avl, 2^6, 21354
avl, 2^7, 24682
avl, 2^8, 31333
avl, 2^9, 29807
splay, 2^6, 17951
splay, 2^7, 17740
splay, 2^8, 10756
splay, 2^9, 10787
veb, 2^6, 1615738
veb, 2^7, 1397959
veb, 2^8, 1064539
veb, 2^9, 936791
bst, 2^6, 21301
bst, 2^7, 21336
bst, 2^8, 25904
bst, 2^9, 25828
avl, 2^6, 22396
avl, 2^7, 25040
avl, 2^8, 31614
avl, 2^9, 30963
splay, 2^6, 18051
splay, 2^7, 17591
splay, 2^8, 10530
splay, 2^9, 10518
veb, 2^6, 1524132
veb, 2^7, 1518869
veb, 2^8, 930914
veb, 2^9, 930898
bst, 2^6, 24133
bst, 2^7, 21286
bst, 2^8, 30695
bst, 2^9, 32821
avl, 2^6, 25679
avl, 2^7, 29668
avl, 2^8, 40900
avl, 2^9, 32703
splay, 2^6, 21822
splay, 2^7, 21304
splay, 2^8, 12528
splay, 2^9, 12665
veb, 2^6, 1472789
veb, 2^7, 1485974
veb, 2^8, 936869
veb, 2^9, 1096274
bst, 2^6, 21486
bst, 2^7, 21525
bst, 2^8, 27150
bst, 2^9, 26496
avl, 2^6, 25617
avl, 2^7, 30370
avl, 2^8, 39361
avl, 2^9, 36499
splay, 2^6, 21581
splay, 2^7, 21179
splay, 2^8, 12872
splay, 2^9, 12624
veb, 2^6, 1495338
veb, 2^7, 1400736
veb, 2^8, 930971
veb, 2^9, 1098983
bst, 2^6, 22207
bst, 2^7, 21354
bst, 2^8, 27643
bst, 2^9, 25948
avl, 2^6, 21587
avl, 2^7, 25049
avl, 2^8, 33395
avl, 2^9, 36800
splay, 2^6, 21671
splay, 2^7, 21844
splay, 2^8, 13128
splay, 2^9, 13064
veb, 2^6, 1430663
veb, 2^7, 1394869
veb, 2^8, 1098316
veb, 2^9, 930912
bst, 2^6, 20955
bst, 2^7, 20795
bst, 2^8, 25905
bst, 2^9, 26743
avl, 2^6, 21318
avl, 2^7, 25293
avl, 2^8, 32236
avl, 2^9, 30419
splay, 2^6, 18134
splay, 2^7, 18310
splay, 2^8, 11131
splay, 2^9, 10870
veb, 2^6, 1414806
veb, 2^7, 1394839
veb, 2^8, 1072443
veb, 2^9, 1132951
bst, 2^6, 34069
bst, 2^7, 33564
bst, 2^8, 39821
bst, 2^9, 38228
avl, 2^6, 29340
avl, 2^7, 33322
avl, 2^8, 59827
avl, 2^9, 48191
splay, 2^6, 31557
splay, 2^7, 30524
splay, 2^8, 16962
splay, 2^9, 13260
veb, 2^6, 1642816
veb, 2^7, 1647750
veb, 2^8, 1074378
veb, 2^9, 976574
bst, 2^6, 34299
bst, 2^7, 33620
bst, 2^8, 39769
bst, 2^9, 39762
avl, 2^6, 39041
avl, 2^7, 36583
avl, 2^8, 41240
avl, 2^9, 37355
splay, 2^6, 23029
splay, 2^7, 21166
splay, 2^8, 12796
splay, 2^9, 12647
veb, 2^6, 1551628
veb, 2^7, 1605784
veb, 2^8, 1103089
veb, 2^9, 1029982
bst, 2^6, 19905
bst, 2^7, 19041
bst, 2^8, 25958
bst, 2^9, 25884
avl, 2^6, 21297
avl, 2^7, 25284
avl, 2^8, 37958
avl, 2^9, 37109
splay, 2^6, 22438
splay, 2^7, 21007
splay, 2^8, 12995
splay, 2^9, 16360
veb, 2^6, 1431576
veb, 2^7, 1564124
veb, 2^8, 1111270
veb, 2^9, 1025248
bst, 2^6, 24965
bst, 2^7, 24683
bst, 2^8, 30710
bst, 2^9, 31696
avl, 2^6, 25165
avl, 2^7, 24849
avl, 2^8, 31856
avl, 2^9, 31712
splay, 2^6, 18102
splay, 2^7, 17920
splay, 2^8, 10905
splay, 2^9, 10615
veb, 2^6, 1465966
veb, 2^7, 1446904
veb, 2^8, 937755
veb, 2^9, 1133079
bst, 2^6, 27879
bst, 2^7, 27826
bst, 2^8, 34737
bst, 2^9, 32388
avl, 2^6, 29346
avl, 2^7, 35363
avl, 2^8, 45447
avl, 2^9, 42795
splay, 2^6, 27934
splay, 2^7, 25779
splay, 2^8, 15218
splay, 2^9, 16949
veb, 2^6, 1588855
veb, 2^7, 1580371
veb, 2^8, 1108769
veb, 2^9, 930854
bst, 2^6, 19747
bst, 2^7, 21257
bst, 2^8, 26008
bst, 2^9, 25838
avl, 2^6, 21584
avl, 2^7, 24606
avl, 2^8, 34097
avl, 2^9, 33202
splay, 2^6, 18583
splay, 2^7, 17771
splay, 2^8, 12763
splay, 2^9, 12547
veb, 2^6, 1489926
veb, 2^7, 1561309
veb, 2^8, 1014513
veb, 2^9, 933468
bst, 2^6, 20603
bst, 2^7, 20495
bst, 2^8, 26010
bst, 2^9, 25836
avl, 2^6, 21910
avl, 2^7, 35852
avl, 2^8, 37675
avl, 2^9, 31563
splay, 2^6, 18498
splay, 2^7, 18233
splay, 2^8, 11056
splay, 2^9, 10726
veb, 2^6, 1466326
veb, 2^7, 1472781
veb, 2^8, 1109880
veb, 2^9, 1099876
bst, 2^6, 21567
bst, 2^7, 22345
bst, 2^8, 24990
bst, 2^9, 24822
avl, 2^6, 22146
avl, 2^7, 26165
avl, 2^8, 43651
avl, 2^9, 31631
splay, 2^6, 18120
splay, 2^7, 18032
splay, 2^8, 12664
splay, 2^9, 12888
veb, 2^6, 1660074
veb, 2^7, 1561424
veb, 2^8, 965630
veb, 2^9, 990553
bst, 2^6, 22605
bst, 2^7, 22387
bst, 2^8, 28003
bst, 2^9, 26478
avl, 2^6, 21305
avl, 2^7, 28668
avl, 2^8, 32212
avl, 2^9, 37185
splay, 2^6, 23491
splay, 2^7, 17905
splay, 2^8, 10516
splay, 2^9, 10489
veb, 2^6, 1565027
veb, 2^7, 1561878
veb, 2^8, 1107544
veb, 2^9, 1050532
bst, 2^6, 23810
bst, 2^7, 23653
bst, 2^8, 27288
bst, 2^9, 26495
avl, 2^6, 21897
avl, 2^7, 27169
avl, 2^8, 40021
avl, 2^9, 36353
splay, 2^6, 20937
splay, 2^7, 21092
splay, 2^8, 12465
splay, 2^9, 12535
veb, 2^6, 1394888
veb, 2^7, 1567554
veb, 2^8, 1102756
veb, 2^9, 1085821
bst, 2^6, 25344
bst, 2^7, 25206
bst, 2^8, 30732
bst, 2^9, 32484
avl, 2^6, 30397
avl, 2^7, 24976
avl, 2^8, 32228
avl, 2^9, 30497
splay, 2^6, 18543
splay, 2^7, 18157
splay, 2^8, 10730
splay, 2^9, 10714
veb, 2^6, 1486877
veb, 2^7, 1606745
veb, 2^8, 1083883
veb, 2^9, 985112
bst, 2^6, 26030
bst, 2^7, 25310
bst, 2^8, 30667
bst, 2^9, 30649
avl, 2^6, 25741
avl, 2^7, 30718
avl, 2^8, 34693
avl, 2^9, 30482
splay, 2^6, 17985
splay, 2^7, 17717
splay, 2^8, 10736
splay, 2^9, 19036
veb, 2^6, 1531183
veb, 2^7, 1611329
veb, 2^8, 1103293
veb, 2^9, 968738
bst, 2^6, 21660
bst, 2^7, 21389
bst, 2^8, 25967
bst, 2^9, 27673
avl, 2^6, 21295
avl, 2^7, 24966
avl, 2^8, 32269
avl, 2^9, 37178
splay, 2^6, 21819
splay, 2^7, 21376
splay, 2^8, 12556
splay, 2^9, 12552
veb, 2^6, 1669889
veb, 2^7, 1672016
veb, 2^8, 1077036
veb, 2^9, 1000415
bst, 2^6, 26036
bst, 2^7, 25298
bst, 2^8, 30670
bst, 2^9, 30646
avl, 2^6, 25898
avl, 2^7, 30204
avl, 2^8, 32313
avl, 2^9, 37928
splay, 2^6, 23827
splay, 2^7, 20803
splay, 2^8, 12378
splay, 2^9, 14373
veb, 2^6, 1552552
veb, 2^7, 1481814
veb, 2^8, 930942
veb, 2^9, 1099736
bst, 2^6, 21404
bst, 2^7, 21451
bst, 2^8, 25922
bst, 2^9, 25832
avl, 2^6, 23431
avl, 2^7, 35024
avl, 2^8, 38162
avl, 2^9, 31089
splay, 2^6, 17844
splay, 2^7, 17706
splay, 2^8, 11429
splay, 2^9, 10765
veb, 2^6, 1564435
veb, 2^7, 1550979
veb, 2^8, 930935
veb, 2^9, 1080474
bst, 2^6, 25455
bst, 2^7, 27302
bst, 2^8, 25927
bst, 2^9, 25922
avl, 2^6, 22461
avl, 2^7, 26192
avl, 2^8, 31823
avl, 2^9, 44071
splay, 2^6, 21308
splay, 2^7, 21107
splay, 2^8, 12776
splay, 2^9, 12688
veb, 2^6, 1580276
veb, 2^7, 1400998
veb, 2^8, 1033308
veb, 2^9, 952850
bst, 2^6, 21457
bst, 2^7, 21689
bst, 2^8, 25888
bst, 2^9, 25850
avl, 2^6, 22066
avl, 2^7, 25318
avl, 2^8, 35257
avl, 2^9, 31514
splay, 2^6, 18288
splay, 2^7, 17847
splay, 2^8, 10707
splay, 2^9, 10660
veb, 2^6, 1557924
veb, 2^7, 1394850
veb, 2^8, 1029273
veb, 2^9, 1057917
bst, 2^6, 21613
bst, 2^7, 21428
bst, 2^8, 25663
bst, 2^9, 25447
avl, 2^6, 21878
avl, 2^7, 25310
avl, 2^8, 38833
avl, 2^9, 38836
splay, 2^6, 24598
splay, 2^7, 17628
splay, 2^8, 10734
splay, 2^9, 10895
veb, 2^6, 1559397
veb, 2^7, 1536746
veb, 2^8, 993986
veb, 2^9, 1027982
bst, 2^6, 25313
bst, 2^7, 25423
bst, 2^8, 30703
bst, 2^9, 30648
avl, 2^6, 25675
avl, 2^7, 26605
avl, 2^8, 32462
avl, 2^9, 30364
splay, 2^6, 17802
splay, 2^7, 18577
splay, 2^8, 10778
splay, 2^9, 10839
veb, 2^6, 1619482
veb, 2^7, 1561278
veb, 2^8, 1027331
veb, 2^9, 1049174
bst, 2^6, 28120
bst, 2^7, 26530
bst, 2^8, 31414
bst, 2^9, 30611
avl, 2^6, 28268
avl, 2^7, 29927
avl, 2^8, 38133
avl, 2^9, 41027
splay, 2^6, 21668
splay, 2^7, 21593
splay, 2^8, 12853
splay, 2^9, 12804
veb, 2^6, 1653192
veb, 2^7, 1658518
veb, 2^8, 1113034
veb, 2^9, 1103270
bst, 2^6, 24905
bst, 2^7, 24722
bst, 2^8, 30927
bst, 2^9, 31694
