structure, size, time(ns)
avl, 2^6, 25980
avl, 2^7, 30298
avl, 2^8, 37075
avl, 2^9, 37174
splay, 2^6, 23138
splay, 2^7, 20912
splay, 2^8, 12770
splay, 2^9, 12851
veb, 2^6, 1657182
veb, 2^7, 1663594
veb, 2^8, 1103434
veb, 2^9, 1107734
bst, 2^6, 24815
bst, 2^7, 24671
bst, 2^8, 31726
bst, 2^9, 31705
avl, 2^6, 25246
avl, 2^7, 29318
avl, 2^8, 40820
avl, 2^9, 35987
splay, 2^6, 21297
splay, 2^7, 21093
splay, 2^8, 12934
splay, 2^9, 16378
veb, 2^6, 1528428
veb, 2^7, 1442181
veb, 2^8, 1062977
veb, 2^9, 1064366
bst, 2^6, 25151
bst, 2^7, 24694
bst, 2^8, 31735
bst, 2^9, 26736
avl, 2^6, 21369
avl, 2^7, 29557
avl, 2^8, 39071
avl, 2^9, 37722
splay, 2^6, 21098
splay, 2^7, 20919
splay, 2^8, 12838
splay, 2^9, 10735
veb, 2^6, 1525954
veb, 2^7, 1582673
veb, 2^8, 995836
veb, 2^9, 932849
bst, 2^6, 20870
bst, 2^7, 24769
bst, 2^8, 32316
bst, 2^9, 30788
avl, 2^6, 25522
avl, 2^7, 31490
avl, 2^8, 37942
avl, 2^9, 30627
splay, 2^6, 18374
splay, 2^7, 17738
splay, 2^8, 19732
splay, 2^9, 12626
veb, 2^6, 1657299
veb, 2^7, 1677842
veb, 2^8, 948471
veb, 2^9, 1012840
bst, 2^6, 25529
bst, 2^7, 25407
bst, 2^8, 32346
bst, 2^9, 36247
avl, 2^6, 25565
avl, 2^7, 29617
avl, 2^8, 31844
avl, 2^9, 30483
splay, 2^6, 18472
splay, 2^7, 18020
splay, 2^8, 10980
splay, 2^9, 12590
veb, 2^6, 1565618
veb, 2^7, 1605762
veb, 2^8, 1096947
veb, 2^9, 937950
bst, 2^6, 20945
bst, 2^7, 21452
bst, 2^8, 25954
bst, 2^9, 26781
avl, 2^6, 23465
avl, 2^7, 24946
avl, 2^8, 32734
avl, 2^9, 29738
splay, 2^6, 17890
splay, 2^7, 17756
splay, 2^8, 25918
splay, 2^9, 12618
veb, 2^6, 1656268
veb, 2^7, 1427595
veb, 2^8, 1025920
veb, 2^9, 930869
bst, 2^6, 22096
bst, 2^7, 21329
bst, 2^8, 26327
bst, 2^9, 25866
avl, 2^6, 21202
avl, 2^7, 35141
avl, 2^8, 37320
avl, 2^9, 30266
splay, 2^6, 18017
splay, 2^7, 17707
splay, 2^8, 11005
splay, 2^9, 10624
veb, 2^6, 1401077
veb, 2^7, 1567185
veb, 2^8, 1005149
veb, 2^9, 1084838
bst, 2^6, 28968
bst, 2^7, 21688
bst, 2^8, 25896
bst, 2^9, 39357
avl, 2^6, 29289
avl, 2^7, 30272
avl, 2^8, 39697
avl, 2^9, 31240
splay, 2^6, 18380
splay, 2^7, 20200
splay, 2^8, 10931
splay, 2^9, 10629
veb, 2^6, 1460438
veb, 2^7, 1564727
veb, 2^8, 930950
veb, 2^9, 934899
bst, 2^6, 24854
bst, 2^7, 24690
bst, 2^8, 29918
bst, 2^9, 30023
avl, 2^6, 25954
avl, 2^7, 31895
avl, 2^8, 32173
avl, 2^9, 31296
splay, 2^6, 18091
splay, 2^7, 17712
splay, 2^8, 10653
splay, 2^9, 10606
veb, 2^6, 1561632
veb, 2^7, 1513854
veb, 2^8, 1058433
veb, 2^9, 1096702
bst, 2^6, 21170
bst, 2^7, 20820
bst, 2^8, 25387
bst, 2^9, 26731
avl, 2^6, 21884
avl, 2^7, 26223
avl, 2^8, 32162
avl, 2^9, 37100
splay, 2^6, 21379
splay, 2^7, 20985
splay, 2^8, 13238
splay, 2^9, 12559
veb, 2^6, 1545663
veb, 2^7, 1583457
veb, 2^8, 1103403
veb, 2^9, 1112473
bst, 2^6, 33071
bst, 2^7, 31763
bst, 2^8, 38410
bst, 2^9, 38323
avl, 2^6, 36483
avl, 2^7, 36074
avl, 2^8, 49342
avl, 2^9, 46684
splay, 2^6, 29723
splay, 2^7, 28639
splay, 2^8, 26093
splay, 2^9, 14737
veb, 2^6, 1716933
veb, 2^7, 1750926
veb, 2^8, 1159852
veb, 2^9, 930798
bst, 2^6, 19964
bst, 2^7, 19068
bst, 2^8, 25360
bst, 2^9, 26472
avl, 2^6, 21755
avl, 2^7, 24889
avl, 2^8, 31937
avl, 2^9, 37031
splay, 2^6, 22787
splay, 2^7, 21031
splay, 2^8, 12778
splay, 2^9, 12979
veb, 2^6, 1462108
veb, 2^7, 1394850
veb, 2^8, 1017037
veb, 2^9, 930903
bst, 2^6, 20648
bst, 2^7, 20161
bst, 2^8, 25951
bst, 2^9, 35123
avl, 2^6, 21294
avl, 2^7, 30005
avl, 2^8, 38212
avl, 2^9, 31317
splay, 2^6, 18273
splay, 2^7, 18135
splay, 2^8, 10536
splay, 2^9, 10549
veb, 2^6, 1401774
veb, 2^7, 1394848
veb, 2^8, 1037131
veb, 2^9, 1076357
bst, 2^6, 26960
bst, 2^7, 26637
bst, 2^8, 25904
bst, 2^9, 25442
avl, 2^6, 20570
avl, 2^7, 24339
avl, 2^8, 30950
avl, 2^9, 30383
splay, 2^6, 18166
splay, 2^7, 17743
splay, 2^8, 10748
splay, 2^9, 10730
veb, 2^6, 1394946
veb, 2^7, 1463287
veb, 2^8, 1096192
veb, 2^9, 930865
bst, 2^6, 30876
bst, 2^7, 21288
bst, 2^8, 30730
bst, 2^9, 32823
avl, 2^6, 27862
avl, 2^7, 29577
avl, 2^8, 37345
avl, 2^9, 31805
splay, 2^6, 18148
splay, 2^7, 17860
splay, 2^8, 10880
splay, 2^9, 11681
veb, 2^6, 1668248
veb, 2^7, 1663169
veb, 2^8, 1103050
veb, 2^9, 1107746
bst, 2^6, 22798
bst, 2^7, 22461
bst, 2^8, 30857
bst, 2^9, 30296
avl, 2^6, 28655
avl, 2^7, 34317
avl, 2^8, 32597
avl, 2^9, 30378
splay, 2^6, 18421
splay, 2^7, 17837
splay, 2^8, 12643
splay, 2^9, 12942
veb, 2^6, 1487043
veb, 2^7, 1548395
veb, 2^8, 1022005
veb, 2^9, 930872
bst, 2^6, 19115
bst, 2^7, 19095
bst, 2^8, 25987
bst, 2^9, 24973
avl, 2^6, 21443
avl, 2^7, 25892
avl, 2^8, 31755
avl, 2^9, 36715
splay, 2^6, 21862
splay, 2^7, 21338
splay, 2^8, 10846
splay, 2^9, 10614
veb, 2^6, 1401023
veb, 2^7, 1561397
veb, 2^8, 1043980
veb, 2^9, 934024
bst, 2^6, 21579
bst, 2^7, 21415
bst, 2^8, 25900
bst, 2^9, 25819
avl, 2^6, 25949
avl, 2^7, 29631
avl, 2^8, 37379
avl, 2^9, 36065
splay, 2^6, 21818
splay, 2^7, 24910
splay, 2^8, 12783
splay, 2^9, 12830
veb, 2^6, 1709915
veb, 2^7, 1576890
veb, 2^8, 930947
veb, 2^9, 993489
bst, 2^6, 26456
bst, 2^7, 22507
bst, 2^8, 30789
bst, 2^9, 30723
avl, 2^6, 26662
avl, 2^7, 29588
avl, 2^8, 31976
avl, 2^9, 31012
splay, 2^6, 18324
splay, 2^7, 18155
splay, 2^8, 10917
splay, 2^9, 10689
veb, 2^6, 1547752
veb, 2^7, 1773596
veb, 2^8, 931023
veb, 2^9, 932658
bst, 2^6, 19120
bst, 2^7, 18990
bst, 2^8, 26541
bst, 2^9, 26760
avl, 2^6, 21264
avl, 2^7, 26768
avl, 2^8, 32885
avl, 2^9, 37022
splay, 2^6, 21511
splay, 2^7, 21030
splay, 2^8, 12865
splay, 2^9, 12631
veb, 2^6, 1655051
veb, 2^7, 1653426
veb, 2^8, 1137090
veb, 2^9, 975631
bst, 2^6, 22724
bst, 2^7, 22612
bst, 2^8, 32280
bst, 2^9, 31711
avl, 2^6, 25293
avl, 2^7, 29281
avl, 2^8, 37059
avl, 2^9, 30971
splay, 2^6, 17979
splay, 2^7, 17729
splay, 2^8, 11020
splay, 2^9, 12682
veb, 2^6, 1495444
veb, 2^7, 1594059
veb, 2^8, 1103332
veb, 2^9, 1103378
bst, 2^6, 24798
bst, 2^7, 24691
bst, 2^8, 29927
bst, 2^9, 31332
avl, 2^6, 27878
avl, 2^7, 29645
avl, 2^8, 37569
avl, 2^9, 36913
splay, 2^6, 21812
splay, 2^7, 21506
splay, 2^8, 12971
splay, 2^9, 12594
veb, 2^6, 1763383
veb, 2^7, 1680518
veb, 2^8, 1132884
veb, 2^9, 1085924
bst, 2^6, 23707
bst, 2^7, 23035
bst, 2^8, 26929
bst, 2^9, 26584
avl, 2^6, 21660
avl, 2^7, 24943
avl, 2^8, 31978
avl, 2^9, 65145
splay, 2^6, 19247
splay, 2^7, 17488
splay, 2^8, 10568
splay, 2^9, 10412
veb, 2^6, 1393989
veb, 2^7, 1535223
veb, 2^8, 1053787
veb, 2^9, 930940
bst, 2^6, 19136
bst, 2^7, 18998
bst, 2^8, 26689
bst, 2^9, 28997
avl, 2^6, 22232
avl, 2^7, 36754
avl, 2^8, 37086
avl, 2^9, 30417
splay, 2^6, 18403
splay, 2^7, 17705
splay, 2^8, 10782
splay, 2^9, 10674
veb, 2^6, 1579718
veb, 2^7, 1594797
veb, 2^8, 948414
veb, 2^9, 1073133
bst, 2^6, 21566
bst, 2^7, 21906
bst, 2^8, 25907
bst, 2^9, 25972
avl, 2^6, 23149
avl, 2^7, 24639
avl, 2^8, 33380
avl, 2^9, 35971
splay, 2^6, 22050
splay, 2^7, 23020
splay, 2^8, 10863
splay, 2^9, 10652
veb, 2^6, 1470278
veb, 2^7, 1418791
veb, 2^8, 930939
veb, 2^9, 1020359
bst, 2^6, 21326
bst, 2^7, 21467
bst, 2^8, 26049
bst, 2^9, 25836
avl, 2^6, 21248
avl, 2^7, 24920
avl, 2^8, 31480
avl, 2^9, 31016
splay, 2^6, 17989
splay, 2^7, 17948
splay, 2^8, 10937
splay, 2^9, 10666
veb, 2^6, 1565139
veb, 2^7, 1394837
veb, 2^8, 930953
veb, 2^9, 936844
bst, 2^6, 22495
bst, 2^7, 22416
bst, 2^8, 27464
bst, 2^9, 28864
avl, 2^6, 21881
avl, 2^7, 25540
avl, 2^8, 34517
avl, 2^9, 70189
splay, 2^6, 42420
splay, 2^7, 40720
splay, 2^8, 24638
splay, 2^9, 25220
veb, 2^6, 2361810
veb, 2^7, 1394905
veb, 2^8, 1081423
veb, 2^9, 933977
bst, 2^6, 21734
bst, 2^7, 21493
bst, 2^8, 26541
bst, 2^9, 26480
avl, 2^6, 22381
avl, 2^7, 29563
avl, 2^8, 32235
avl, 2^9, 36481
splay, 2^6, 21920
splay, 2^7, 21201
splay, 2^8, 13184
splay, 2^9, 13121
veb, 2^6, 1552439
veb, 2^7, 1499433
veb, 2^8, 962956
veb, 2^9, 974130
bst, 2^6, 25715
bst, 2^7, 25421
bst, 2^8, 30802
bst, 2^9, 30025
avl, 2^6, 25625
avl, 2^7, 29633
avl, 2^8, 31567
avl, 2^9, 30313
splay, 2^6, 18588
splay, 2^7, 18216
splay, 2^8, 11090
splay, 2^9, 10975
veb, 2^6, 1397780
veb, 2^7, 1560619
veb, 2^8, 934184
veb, 2^9, 1074236
bst, 2^6, 27435
bst, 2^7, 22523
bst, 2^8, 31430
bst, 2^9, 31366
avl, 2^6, 27037
avl, 2^7, 29580
avl, 2^8, 40377
avl, 2^9, 31841
splay, 2^6, 18660
splay, 2^7, 17714
splay, 2^8, 12706
splay, 2^9, 10977
veb, 2^6, 1439212
veb, 2^7, 1450502
veb, 2^8, 930946
veb, 2^9, 937501
bst, 2^6, 20999
bst, 2^7, 20788
bst, 2^8, 26461
bst, 2^9, 26746
avl, 2^6, 21925
avl, 2^7, 25573
avl, 2^8, 32137
avl, 2^9, 32241
splay, 2^6, 18109
splay, 2^7, 17875
splay, 2^8, 11063
splay, 2^9, 11001
veb, 2^6, 1561565
veb, 2^7, 1397932
veb, 2^8, 992183
veb, 2^9, 930893
bst, 2^6, 21786
bst, 2^7, 21714
bst, 2^8, 26528
bst, 2^9, 25836
avl, 2^6, 21722
avl, 2^7, 25026
avl, 2^8, 32115
avl, 2^9, 47088
splay, 2^6, 28603
splay, 2^7, 24973
splay, 2^8, 13133
splay, 2^9, 13019
veb, 2^6, 1709573
veb, 2^7, 1609273
veb, 2^8, 930684
veb, 2^9, 934165
bst, 2^6, 23151
bst, 2^7, 19061
bst, 2^8, 26983
bst, 2^9, 26741
avl, 2^6, 23602
avl, 2^7, 31614
avl, 2^8, 47005
avl, 2^9, 44434
splay, 2^6, 28832
splay, 2^7, 26799
splay, 2^8, 14935
splay, 2^9, 14785
veb, 2^6, 1524164
veb, 2^7, 1654465
veb, 2^8, 1112835
veb, 2^9, 1084273
bst, 2^6, 19569
bst, 2^7, 20560
bst, 2^8, 26161
bst, 2^9, 25797
avl, 2^6, 22047
avl, 2^7, 24981
avl, 2^8, 31593
avl, 2^9, 38160
splay, 2^6, 22725
splay, 2^7, 21107
splay, 2^8, 13232
splay, 2^9, 10976
veb, 2^6, 1530853
veb, 2^7, 1561767
veb, 2^8, 1027332
veb, 2^9, 930884
bst, 2^6, 21627
bst, 2^7, 20875
bst, 2^8, 25866
bst, 2^9, 26763
avl, 2^6, 22857
avl, 2^7, 24937
avl, 2^8, 33476
avl, 2^9, 36417
splay, 2^6, 27366
splay, 2^7, 17920
splay, 2^8, 10721
splay, 2^9, 11045
veb, 2^6, 1404993
veb, 2^7, 1562665
veb, 2^8, 1030792
veb, 2^9, 992761
bst, 2^6, 26050
bst, 2^7, 25777
bst, 2^8, 30936
bst, 2^9, 30610
avl, 2^6, 25572
avl, 2^7, 29718
avl, 2^8, 32147
avl, 2^9, 31565
splay, 2^6, 19121
splay, 2^7, 17959
splay, 2^8, 11104
splay, 2^9, 12371
veb, 2^6, 1562580
veb, 2^7, 1506239
veb, 2^8, 930946
veb, 2^9, 944328
bst, 2^6, 24833
bst, 2^7, 24667
bst, 2^8, 31967
bst, 2^9, 31874
avl, 2^6, 25605
avl, 2^7, 29678
avl, 2^8, 32217
avl, 2^9, 37234
splay, 2^6, 24819
splay, 2^7, 18452
splay, 2^8, 11063
splay, 2^9, 11035
veb, 2^6, 1402377
veb, 2^7, 1516522
veb, 2^8, 972818
veb, 2^9, 1078102
bst, 2^6, 20888
bst, 2^7, 20963
bst, 2^8, 26767
bst, 2^9, 26775
avl, 2^6, 32812
avl, 2^7, 32025
avl, 2^8, 32220
avl, 2^9, 30680
splay, 2^6, 18406
splay, 2^7, 18183
splay, 2^8, 11025
splay, 2^9, 11026
veb, 2^6, 1530000
veb, 2^7, 1523721
veb, 2^8, 1018787
veb, 2^9, 930893
bst, 2^6, 20957
bst, 2^7, 20821
bst, 2^8, 26872
bst, 2^9, 26732
avl, 2^6, 21561
avl, 2^7, 25049
avl, 2^8, 32135
avl, 2^9, 30701
splay, 2^6, 18166
splay, 2^7, 17861
splay, 2^8, 11089
splay, 2^9, 12957
veb, 2^6, 1512075
veb, 2^7, 1518567
veb, 2^8, 983658
veb, 2^9, 1083667
bst, 2^6, 24810
bst, 2^7, 28734
bst, 2^8, 26778
bst, 2^9, 26738
avl, 2^6, 21565
avl, 2^7, 24963
avl, 2^8, 32156
avl, 2^9, 36551
splay, 2^6, 21514
splay, 2^7, 21500
splay, 2^8, 11095
splay, 2^9, 10991
veb, 2^6, 1401259
veb, 2^7, 1497791
veb, 2^8, 1086446
veb, 2^9, 1107719
bst, 2^6, 25351
bst, 2^7, 24657
bst, 2^8, 31753
bst, 2^9, 31775
avl, 2^6, 25671
avl, 2^7, 29672
avl, 2^8, 38212
avl, 2^9, 30462
splay, 2^6, 18419
splay, 2^7, 18166
splay, 2^8, 11181
splay, 2^9, 13088
veb, 2^6, 1508608
veb, 2^7, 1565647
veb, 2^8, 930910
veb, 2^9, 1069882
bst, 2^6, 27795
bst, 2^7, 26641
bst, 2^8, 32807
bst, 2^9, 31734
avl, 2^6, 25568
avl, 2^7, 25730
avl, 2^8, 32525
avl, 2^9, 30720
splay, 2^6, 18620
splay, 2^7, 18144
splay, 2^8, 10846
splay, 2^9, 10685
veb, 2^6, 1458350
veb, 2^7, 1559015
veb, 2^8, 1068754
veb, 2^9, 1101218
bst, 2^6, 25928
bst, 2^7, 25651
bst, 2^8, 31812
bst, 2^9, 31715
avl, 2^6, 28175
avl, 2^7, 29526
avl, 2^8, 38469
avl, 2^9, 30637
splay, 2^6, 18998
splay, 2^7, 17815
splay, 2^8, 10753
splay, 2^9, 12723
veb, 2^6, 1617783
veb, 2^7, 1398089
veb, 2^8, 995132
veb, 2^9, 1093532
bst, 2^6, 20998
bst, 2^7, 20795
bst, 2^8, 26860
bst, 2^9, 26464
avl, 2^6, 22832
avl, 2^7, 25608
avl, 2^8, 34163
avl, 2^9, 37519
splay, 2^6, 21675
splay, 2^7, 21129
splay, 2^8, 12780
splay, 2^9, 15000
veb, 2^6, 1398030
veb, 2^7, 1394856
veb, 2^8, 1020128
veb, 2^9, 937969
bst, 2^6, 23183
bst, 2^7, 21676
bst, 2^8, 25905
bst, 2^9, 25802
avl, 2^6, 21635
avl, 2^7, 29671
avl, 2^8, 38197
avl, 2^9, 32014
splay, 2^6, 18442
splay, 2^7, 18201
splay, 2^8, 10719
splay, 2^9, 15023
veb, 2^6, 1394922
veb, 2^7, 1505626
veb, 2^8, 1097971
veb, 2^9, 930951
bst, 2^6, 21555
bst, 2^7, 21390
bst, 2^8, 26825
bst, 2^9, 26956
avl, 2^6, 27483
avl, 2^7, 30575
avl, 2^8, 37518
avl, 2^9, 31041
splay, 2^6, 17881
splay, 2^7, 17842
splay, 2^8, 10725
splay, 2^9, 10628
veb, 2^6, 1420801
veb, 2^7, 1590398
veb, 2^8, 949179
veb, 2^9, 1056291
bst, 2^6, 24815
bst, 2^7, 24809
bst, 2^8, 31760
bst, 2^9, 34772
avl, 2^6, 21358
avl, 2^7, 24568
avl, 2^8, 32880
avl, 2^9, 30749
splay, 2^6, 17941
splay, 2^7, 17743
splay, 2^8, 10711
splay, 2^9, 10903
veb, 2^6, 1502538
veb, 2^7, 1565982
veb, 2^8, 930995
veb, 2^9, 966438
bst, 2^6, 21543
bst, 2^7, 21381
bst, 2^8, 25933
bst, 2^9, 25852
avl, 2^6, 21412
avl, 2^7, 24930
avl, 2^8, 32359
avl, 2^9, 30401
splay, 2^6, 18405
splay, 2^7, 17587
splay, 2^8, 10719
splay, 2^9, 10761
veb, 2^6, 1639530
veb, 2^7, 1410765
veb, 2^8, 996795
veb, 2^9, 930620
bst, 2^6, 20959
bst, 2^7, 20826
bst, 2^8, 26793
bst, 2^9, 26749
avl, 2^6, 21537
avl, 2^7, 32248
avl, 2^8, 37230
avl, 2^9, 38121
splay, 2^6, 21468
splay, 2^7, 23085
splay, 2^8, 13592
splay, 2^9, 10645
veb, 2^6, 1445973
veb, 2^7, 1449459
veb, 2^8, 1020057
veb, 2^9, 937623
bst, 2^6, 19255
bst, 2^7, 18964
bst, 2^8, 25453
bst, 2^9, 26747
avl, 2^6, 21291
avl, 2^7, 25319
avl, 2^8, 33427
avl, 2^9, 31148
splay, 2^6, 18112
splay, 2^7, 17648
splay, 2^8, 10701
splay, 2^9, 10632
veb, 2^6, 1394935
veb, 2^7, 1621942
veb, 2^8, 931013
veb, 2^9, 930920
bst, 2^6, 20925
bst, 2^7, 20801
bst, 2^8, 26838
bst, 2^9, 25469
avl, 2^6, 21281
avl, 2^7, 25330
avl, 2^8, 39637
avl, 2^9, 30997
splay, 2^6, 17996
splay, 2^7, 17888
splay, 2^8, 10696
splay, 2^9, 10592
veb, 2^6, 1571053
veb, 2^7, 1569122
veb, 2^8, 1115783
veb, 2^9, 1135185
bst, 2^6, 25983
bst, 2^7, 25777
bst, 2^8, 31798
bst, 2^9, 31711
avl, 2^6, 25629
avl, 2^7, 29981
avl, 2^8, 47524
avl, 2^9, 36739
splay, 2^6, 21832
splay, 2^7, 21064
splay, 2^8, 12699
splay, 2^9, 12642
veb, 2^6, 1547429
veb, 2^7, 1404182
veb, 2^8, 943730
veb, 2^9, 1104550
bst, 2^6, 23436
bst, 2^7, 21715
bst, 2^8, 25038
bst, 2^9, 26780
avl, 2^6, 22227
avl, 2^7, 25313
avl, 2^8, 32579
avl, 2^9, 36648
splay, 2^6, 22894
splay, 2^7, 25199
splay, 2^8, 13087
splay, 2^9, 11007
veb, 2^6, 1568644
veb, 2^7, 1394844
veb, 2^8, 1058257
veb, 2^9, 933776
bst, 2^6, 22033
bst, 2^7, 21658
bst, 2^8, 27151
bst, 2^9, 26011
avl, 2^6, 21292
avl, 2^7, 24724
avl, 2^8, 33503
avl, 2^9, 31674
splay, 2^6, 18101
splay, 2^7, 18149
splay, 2^8, 11093
splay, 2^9, 11168
veb, 2^6, 1402152
veb, 2^7, 1525150
veb, 2^8, 930959
veb, 2^9, 930899
bst, 2^6, 21044
bst, 2^7, 21131
bst, 2^8, 25866
bst, 2^9, 26745
avl, 2^6, 21243
avl, 2^7, 25261
avl, 2^8, 39646
avl, 2^9, 32161
splay, 2^6, 18486
splay, 2^7, 17918
splay, 2^8, 10822
splay, 2^9, 10670
veb, 2^6, 1474341
veb, 2^7, 1577741
veb, 2^8, 937390
veb, 2^9, 1043682
bst, 2^6, 25329
bst, 2^7, 25316
bst, 2^8, 30736
bst, 2^9, 30649
avl, 2^6, 25202
avl, 2^7, 29278
avl, 2^8, 31580
avl, 2^9, 31057
splay, 2^6, 18343
splay, 2^7, 17504
splay, 2^8, 10797
splay, 2^9, 10611
veb, 2^6, 1572214
veb, 2^7, 1394946
veb, 2^8, 930974
veb, 2^9, 1086495
bst, 2^6, 21619
bst, 2^7, 21161
bst, 2^8, 25985
bst, 2^9, 25984
avl, 2^6, 21301
avl, 2^7, 24694
avl, 2^8, 33423
avl, 2^9, 37022
splay, 2^6, 21169
splay, 2^7, 20992
splay, 2^8, 12732
splay, 2^9, 12733
veb, 2^6, 1672220
veb, 2^7, 1651388
veb, 2^8, 930932
veb, 2^9, 930928
bst, 2^6, 20884
bst, 2^7, 23363
bst, 2^8, 26755
bst, 2^9, 25864
avl, 2^6, 25678
avl, 2^7, 26452
avl, 2^8, 31527
avl, 2^9, 36682
splay, 2^6, 21517
splay, 2^7, 21196
splay, 2^8, 13102
splay, 2^9, 13117
veb, 2^6, 1398373
veb, 2^7, 1394826
veb, 2^8, 1077305
veb, 2^9, 933994
bst, 2^6, 21406
bst, 2^7, 21355
bst, 2^8, 25644
bst, 2^9, 27217
avl, 2^6, 26308
avl, 2^7, 30389
avl, 2^8, 37744
avl, 2^9, 31053
splay, 2^6, 18141
splay, 2^7, 18204
splay, 2^8, 11081
splay, 2^9, 11176
veb, 2^6, 1395055
veb, 2^7, 1453778
veb, 2^8, 930994
veb, 2^9, 1090704
bst, 2^6, 24795
bst, 2^7, 24674
bst, 2^8, 31777
bst, 2^9, 31730
avl, 2^6, 25382
avl, 2^7, 29282
avl, 2^8, 43000
avl, 2^9, 36392
splay, 2^6, 21967
splay, 2^7, 23079
splay, 2^8, 12718
splay, 2^9, 12867
veb, 2^6, 1461629
veb, 2^7, 1584943
veb, 2^8, 1012006
veb, 2^9, 1113473
bst, 2^6, 25428
bst, 2^7, 24349
bst, 2^8, 31574
bst, 2^9, 31378
avl, 2^6, 25698
avl, 2^7, 29826
avl, 2^8, 32129
avl, 2^9, 37129
splay, 2^6, 21364
splay, 2^7, 23123
splay, 2^8, 12525
splay, 2^9, 12621
veb, 2^6, 1620707
veb, 2^7, 1498431
veb, 2^8, 1009339
veb, 2^9, 930867
bst, 2^6, 21662
bst, 2^7, 21423
bst, 2^8, 25922
bst, 2^9, 25853
avl, 2^6, 21267
avl, 2^7, 26365
avl, 2^8, 32069
avl, 2^9, 36725
splay, 2^6, 23778
splay, 2^7, 20633
splay, 2^8, 12424
splay, 2^9, 10541
veb, 2^6, 1408998
veb, 2^7, 1534826
veb, 2^8, 1062179
veb, 2^9, 1110851
bst, 2^6, 30374
bst, 2^7, 22445
bst, 2^8, 28692
bst, 2^9, 28772
avl, 2^6, 29268
avl, 2^7, 37609
avl, 2^8, 45802
avl, 2^9, 31514
splay, 2^6, 21227
splay, 2^7, 17485
splay, 2^8, 10580
splay, 2^9, 12176
veb, 2^6, 1560284
veb, 2^7, 1561784
veb, 2^8, 944713
veb, 2^9, 949261
bst, 2^6, 25809
bst, 2^7, 25394
bst, 2^8, 31482
bst, 2^9, 31392
avl, 2^6, 25599
avl, 2^7, 29635
avl, 2^8, 31351
avl, 2^9, 43534
splay, 2^6, 21104
splay, 2^7, 20571
splay, 2^8, 12466
splay, 2^9, 10465
veb, 2^6, 1421326
veb, 2^7, 1669300
veb, 2^8, 1103369
veb, 2^9, 993718
bst, 2^6, 23224
bst, 2^7, 22494
bst, 2^8, 31713
bst, 2^9, 30232
avl, 2^6, 25231
avl, 2^7, 29565
avl, 2^8, 30988
avl, 2^9, 30442
splay, 2^6, 18520
splay, 2^7, 17779
splay, 2^8, 10764
splay, 2^9, 12963
veb, 2^6, 1512511
veb, 2^7, 1566459
veb, 2^8, 1111542
veb, 2^9, 994443
bst, 2^6, 20684
bst, 2^7, 20609
bst, 2^8, 26016
bst, 2^9, 25093
avl, 2^6, 21269
avl, 2^7, 25031
avl, 2^8, 31559
avl, 2^9, 31004
splay, 2^6, 18181
splay, 2^7, 17927
splay, 2^8, 11219
splay, 2^9, 11027
veb, 2^6, 1399318
veb, 2^7, 1394839
veb, 2^8, 1035503
veb, 2^9, 930907
bst, 2^6, 21654
bst, 2^7, 21282
bst, 2^8, 25652
bst, 2^9, 26797
avl, 2^6, 21355
avl, 2^7, 24649
avl, 2^8, 31622
avl, 2^9, 30980
splay, 2^6, 18263
splay, 2^7, 18234
splay, 2^8, 10743
splay, 2^9, 10965
veb, 2^6, 1537073
veb, 2^7, 1560685
veb, 2^8, 1095891
veb, 2^9, 969866
